x_mm,y_mm,z_mm,position_found,pose_found,best_position_error_mm,rcond,joint_margin_deg,orientation_error_deg,position_error_mm,status,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,target_roll_deg,target_pitch_deg,target_yaw_deg
-350.00000000000006,0,-300.00000000000006,0,0,157.28818695470275,,,,,position_unresolved,,,,,,,0,0,180
-350.00000000000006,0,-250,0,0,119.91872962895644,,,,,position_unresolved,,,,,,,0,0,180
-350.00000000000006,0,-200,0,0,81.656587921166036,,,,,position_unresolved,,,,,,,0,0,180
-350.00000000000006,0,-150.00000000000003,0,0,48.887991873589932,,,,,position_unresolved,,,,,,,0,0,180
-350.00000000000006,0,-100,0,0,21.092708954971553,,,,,position_unresolved,,,,,,,0,0,180
-350.00000000000006,0,-50,1,0,0.0005109119706385994,,3.7969456836299238,76.203390296611801,0.0005109119706385994,orientation_unresolved,0.037481320879164608,-1.9557660211346364,0.041828376780691505,-0.88651436021074859,-0.10793959059559179,-0.95915410650965904,0,0,180
-350.00000000000006,0,0,1,0,0.00013744857153237351,,17.418404140152287,74.272798231482668,0.00013744857153237351,orientation_unresolved,0.20390437417580942,-1.7180267221446963,0.053808463502770368,-0.91550105156638828,-0.6052178388640983,-0.95915410650965904,0,0,180
-350.00000000000006,0,50,1,0,0.00015864857014663656,,2.9760472571431245,179.99999999999997,0.00015864857014663656,orientation_unresolved,0,-1.9700934015012717,-0.075111213377723737,0,0.78358405332181169,0,0,0,180
-350.00000000000006,0,100,1,0,0.00011723062215252346,,2.894584504381732,180.00000000000003,0.00011723062215252346,orientation_unresolved,0,-1.9715151947546961,0.20128977474229201,0,0.66239026526277045,0,0,0,180
-350.00000000000006,0,150.00000000000003,1,0,0.0001182597745979389,,57.398347937551641,180,0.0001182597745979389,orientation_unresolved,0,-0.92092131002845756,-0.54900617007932384,0,-0.29942453021551957,0,0,0,180
-350.00000000000006,0,200,1,0,0.00017170571674083365,,21.067132359712012,180,0.00017170571674083365,orientation_unresolved,0,-1.6543444012029485,0.34860491448917286,0,0.29606823545836125,0,0,0,180
-350.00000000000006,0,250,0,0,2.2000127161748231,,,,,position_unresolved,,,,,,,0,0,180
